Symbol,Direction,PValue,Dataset
ACTR3C,1,0.0005197423638,GSE120805
TSPAN13,-1,0.4565106985,GSE120805
RARRES2,-1,0.242542554,GSE120805
AHR,-1,0.02840966487,GSE120805
CHCHD3,-1,0.6602663513,GSE120805
GIMAP2,-1,NA,GSE120805
GLI3,-1,0.4431377948,GSE120805
PSMA2,1,0.9804156432,GSE120805
MRPL32,-1,0.47529988,GSE120805
COA1,1,0.9426769223,GSE120805
BLVRA,-1,0.9283277761,GSE120805
URGCP,1,0.3264960651,GSE120805
TMEM248,1,0.02811868739,GSE120805
RHEB,1,0.9472304225,GSE120805
PRKAG2,-1,0.00326439751,GSE120805
AEBP1,-1,0.9759754067,GSE120805
POLD2,-1,6.62E-09,GSE120805
MYL7,-1,0.8772456876,GSE120805
GCK,1,0.007370477359,GSE120805
BCL7B,-1,0.08701468301,GSE120805
YKT6,1,0.9465860754,GSE120805
TBL2,-1,0.04105149525,GSE120805
CLIP2,1,0.1079694202,GSE120805
EIF4H,-1,0.9302533338,GSE120805
LIMK1,1,0.993188372,GSE120805
SPATA6L,1,0.2422009698,GSE120805
SLC1A1,1,0.9820269509,GSE120805
FKTN,1,0.1747025009,GSE120805
FSD1L,-1,0.1969732484,GSE120805
CNTNAP3,-1,0.004268273692,GSE120805
CNTNAP3B,-1,0.004268273692,GSE120805
SPIN1,-1,0.002494797729,GSE120805
NMRK1,1,0.1773537018,GSE120805
TMEM245,-1,0.8434687491,GSE120805
PRUNE2,-1,0.004667648311,GSE120805
MEGF9,1,0.01875114381,GSE120805
TRIM14,-1,0.6643773561,GSE120805
CORO2A,-1,0.0003065784834,GSE120805
TGFBR1,-1,8.73E-07,GSE120805
SEC61B,-1,0.7303465467,GSE120805
C5,1,1.24E-13,GSE120805
ASPN,1,NA,GSE120805
ECM2,-1,0.003647166596,GSE120805
TLE4,-1,0.4105526704,GSE120805
LHX6,-1,0.9818550426,GSE120805
PTGR1,1,0.950616671,GSE120805
SUSD1,1,0.0004104349974,GSE120805
AMBP,1,NA,GSE120805
AKNA,1,0.9963536479,GSE120805
DNM1,1,0.8439983965,GSE120805
ENG,-1,0.924125279,GSE120805
AK1,1,3.32E-11,GSE120805
CDC37L1,-1,0.9214807816,GSE120805
RLN2,1,0.001083296564,GSE120805
RLN1,1,0.6928394072,GSE120805
PLGRKT,-1,0.9764395338,GSE120805
TBC1D13,-1,0.9663177167,GSE120805
RIC1,-1,0.08448107843,GSE120805
KDM4C,1,0.2357535637,GSE120805
DOCK8,-1,NA,GSE120805
KANK1,-1,3.23E-09,GSE120805
ELAVL2,-1,0.09083857925,GSE120805
NCS1,-1,2.85E-08,GSE120805
TESK1,1,0.8662409889,GSE120805
KCNT1,1,NA,GSE120805
CA9,-1,7.43E-05,GSE120805
FUBP3,1,0.9937320417,GSE120805
TYRP1,1,0.38960192,GSE120805
CREB3,1,0.5168155775,GSE120805
RGP1,1,0.8321499314,GSE120805
MPDZ,1,0.3518867809,GSE120805
LHX3,1,NA,GSE120805
RIGI,1,2.11E-05,GSE120805
EDF1,-1,0.819010872,GSE120805
PIP5K1B,-1,NA,GSE120805
GLIS3,-1,0.0007756883586,GSE120805
BAG1,-1,0.00316833616,GSE120805
RAPGEF1,1,0.9374527312,GSE120805
NPDC1,1,0.3858111506,GSE120805
APBA1,1,0.8462944684,GSE120805
SETX,1,0.6431655093,GSE120805
SH3GL2,1,0.921975984,GSE120805
PTGDS,-1,NA,GSE120805
ABCA2,-1,0.4767603961,GSE120805
SHB,-1,0.5367426832,GSE120805
UBE2R2,-1,0.9294733409,GSE120805
ABHD17B,1,0.01400194884,GSE120805
EXOSC3,-1,0.8029058915,GSE120805
ZFAND5,1,0.8661508763,GSE120805
DVL1,-1,0.7095060978,GSE120805
PDLIM1,-1,1.97E-05,GSE120805
CCNJ,-1,0.00691117954,GSE120805
GATA3,-1,NA,GSE120805
ATRNL1,1,0.9908704183,GSE120805
HPS1,-1,0.9286520624,GSE120805
PHYH,1,4.36E-08,GSE120805
RASSF4,1,0.9375347989,GSE120805
DNMBP,-1,0.9804159521,GSE120805
RAB11FIP2,-1,0.7237657245,GSE120805
CXCL12,-1,3.31E-19,GSE120805
ERLIN1,-1,0.001201220086,GSE120805
EIF3A,-1,0.2402623014,GSE120805
CUBN,1,0.3183307075,GSE120805
TRDMT1,-1,4.55E-06,GSE120805
DDX50,-1,0.9799962042,GSE120805
MAPK8,1,0.8217943951,GSE120805
SEC23IP,-1,0.9171749463,GSE120805
ATE1,1,0.9378612921,GSE120805
NSMCE4A,1,0.8257751706,GSE120805
PLEKHA1,-1,0.5449019833,GSE120805
PALD1,1,0.0857281381,GSE120805
UNC5B,-1,0.199818274,GSE120805
CDH23,1,0.0001062087248,GSE120805
VSIR,1,0.9178000149,GSE120805
SPOCK2,1,0.9529184927,GSE120805
MICU1,1,0.003220205429,GSE120805
PPP3CB,-1,0.000173666485,GSE120805
CCSER2,-1,0.8439983965,GSE120805
BMPR1A,1,0.3957711924,GSE120805
MINPP1,1,0.07410122708,GSE120805
ACTA2,-1,3.64E-09,GSE120805
LIPA,1,0.8935225789,GSE120805
TWNK,-1,0.0003108328246,GSE120805
LZTS2,1,0.5261782122,GSE120805
SFXN3,-1,0.7095060978,GSE120805
KAZALD1,1,0.008175368998,GSE120805
FBXW4,1,0.233588947,GSE120805
FGF8,-1,NA,GSE120805
NPM3,-1,0.06154537053,GSE120805
TNKS2,1,0.5597284093,GSE120805
PITX3,1,0.414660834,GSE120805
GBF1,1,0.9967693239,GSE120805
ARHGAP21,-1,0.07987799415,GSE120805
CPEB3,1,0.5661005632,GSE120805
FBXL15,1,0.7595966371,GSE120805
CUEDC2,1,0.738164529,GSE120805
SUFU,1,0.9942285054,GSE120805
ANKRD26,1,0.003337535651,GSE120805
ACBD5,1,0.5031639711,GSE120805
LHPP,-1,0.9469076172,GSE120805
LARP4B,-1,0.972948578,GSE120805
GTPBP4,-1,0.273428415,GSE120805
EDRF1,-1,0.7485280099,GSE120805
BCCIP,-1,0.2398918775,GSE120805
MTPAP,-1,2.61E-05,GSE120805
NEURL1,1,0.421959644,GSE120805
SH3PXD2A,1,0.6839980344,GSE120805
PITRM1,1,0.6542543985,GSE120805
STN1,1,0.3401477367,GSE120805
MAP3K8,-1,0.6093067695,GSE120805
DKK1,1,0.1084472225,GSE120805
GLRX3,-1,0.9046553576,GSE120805
TASOR2,-1,0.02368175484,GSE120805
XPNPEP1,1,0.8645410167,GSE120805
SMC3,-1,0.7525434163,GSE120805
SHOC2,1,0.7292379345,GSE120805
TFAM,-1,0.9054707696,GSE120805
CCDC6,-1,0.05735064864,GSE120805
CUL2,-1,0.8266313508,GSE120805
CCNY,-1,0.4360996519,GSE120805
UBE2S,1,0.00292153277,GSE120805
RPL28,-1,0.9153523743,GSE120805
ZMIZ1,-1,0.4602329881,GSE120805
DNAJC12,1,0.7049029171,GSE120805
PPIF,-1,5.31E-08,GSE120805
PBLD,1,1.92E-16,GSE120805
TSPAN14,-1,0.8935225789,GSE120805
TBC1D12,1,0.3495585694,GSE120805
CYP2C18,1,NA,GSE120805
KRT23,1,NA,GSE120805
CRYBA1,1,NA,GSE120805
NUFIP2,-1,0.961815648,GSE120805
GIT1,1,0.9908704183,GSE120805
RPL19,-1,0.9685455126,GSE120805
FBXL20,1,0.5441992354,GSE120805
RUNDC3A,1,0.01717499213,GSE120805
UBTF,-1,0.5180051032,GSE120805
CSF3,-1,NA,GSE120805
PSMD3,1,0.02901180247,GSE120805
CASC3,-1,0.8056912545,GSE120805
RAPGEFL1,-1,0.745895947,GSE120805
RGS9,1,0.9695878087,GSE120805
RNF43,1,0.8995959794,GSE120805
WNT3,1,0.5829869279,GSE120805
LOC101929777,1,0.5829869279,GSE120805
ASPA,1,NA,GSE120805
RAD51C,1,0.07670112155,GSE120805
SEPTIN4,1,0.01146214683,GSE120805
MTMR4,-1,1.78E-08,GSE120805
TRIM37,-1,0.5031639711,GSE120805
P2RX1,1,0.2265788991,GSE120805
DHX40,1,0.09030608567,GSE120805
TUBD1,-1,0.5675716134,GSE120805
KPNB1,-1,0.04891402406,GSE120805
GOSR2,1,0.3769036297,GSE120805
PNPO,1,0.6641816246,GSE120805
RPS6KB1,1,0.5883232003,GSE120805
CDK5RAP3,-1,0.9374987598,GSE120805
CBX1,-1,0.774832854,GSE120805
RECQL5,1,0.06347146195,GSE120805
PIGL,-1,0.7940933643,GSE120805
GALK1,1,0.5798017168,GSE120805
INTS2,1,0.03251680367,GSE120805
CAMTA2,-1,0.6907328203,GSE120805
MED13,1,0.8720688415,GSE120805
HOXB6,-1,0.7927138613,GSE120805
ENO3,1,0.8290210672,GSE120805
PFN1,-1,0.005415862404,GSE120805
RNF167,-1,0.7728742188,GSE120805
SLC25A11,1,0.3799685152,GSE120805
RASD1,1,0.1770095271,GSE120805
CHRNE,1,0.0001937173253,GSE120805
RAI1,-1,0.8293308025,GSE120805
NUP88,-1,0.4777268058,GSE120805
C1QBP,-1,0.1094024451,GSE120805
SLC6A4,1,0.5303875391,GSE120805
BLMH,-1,0.1366771336,GSE120805
CPD,1,0.007502548808,GSE120805
GOSR1,-1,0.9274252076,GSE120805
CCDC47,-1,0.07156347497,GSE120805
MED31,-1,0.908253972,GSE120805
DRG2,1,0.6465611826,GSE120805
FTSJ3,-1,0.0548179504,GSE120805
AKAP10,1,3.53E-05,GSE120805
ALDH3A1,1,0.07646023049,GSE120805
SMARCD2,1,0.2694368897,GSE120805
ICAM2,1,NA,GSE120805
SYNGR2,1,0.2416522169,GSE120805
B9D1,-1,0.5597846224,GSE120805
UTP6,-1,0.5956599932,GSE120805
DDX5,-1,0.8378010926,GSE120805
C17orf75,1,0.6039458542,GSE120805
CYTH1,1,0.6388618567,GSE120805
PSMD11,-1,0.9856051589,GSE120805
LGALS3BP,-1,0.8178142705,GSE120805
CCL7,-1,NA,GSE120805
CCL2,-1,0.3244339774,GSE120805
PEX12,-1,0.4418815214,GSE120805
KRT32,1,NA,GSE120805
DHX58,1,1.17E-09,GSE120805
KAT2A,-1,0.5669930393,GSE120805
RAB5C,1,0.9061755188,GSE120805
NAGLU,-1,0.9657407459,GSE120805
HSD17B1,1,0.9938666388,GSE120805
MLX,-1,0.5741848206,GSE120805
CNTNAP1,1,0.9193594707,GSE120805
ABI3,1,0.1711464471,GSE120805
EZH1,1,0.6186173901,GSE120805
DLX4,-1,0.8219203285,GSE120805
PPP1R9B,1,0.9955354615,GSE120805
COL1A1,-1,0.00202740249,GSE120805
SGCA,-1,0.9578979302,GSE120805
MRPL27,-1,0.637110351,GSE120805
VAT1,-1,0.4389108636,GSE120805
LRRC59,-1,2.24E-09,GSE120805
RND2,1,2.16E-07,GSE120805
HDAC5,1,0.002168853714,GSE120805
ABCC3,-1,0.5549324313,GSE120805
LUC7L3,1,0.3179708613,GSE120805
PPY,1,NA,GSE120805
MPP2,1,0.5779623855,GSE120805
SMURF2,-1,0.08557651092,GSE120805
DUSP3,1,0.06960345846,GSE120805
CACNG1,1,NA,GSE120805
EFTUD2,-1,0.2955735643,GSE120805
HLF,1,NA,GSE120805
SLC16A6,-1,0.4986021916,GSE120805
PRKAR1A,1,0.2916613732,GSE120805
EFNB3,1,0.5806656625,GSE120805
FAM20A,-1,0.3738648245,GSE120805
YWHAE,-1,0.3512130626,GSE120805
MMD,-1,0.1302827384,GSE120805
RANGRF,-1,0.8424784476,GSE120805
DPH1,-1,0.7021916836,GSE120805
MAP2K6,-1,0.204214146,GSE120805
DHRS7B,1,0.4811001456,GSE120805
WSB1,1,0.8475284437,GSE120805
NHERF1,1,0.7960946208,GSE120805
MYH3,-1,0.0004858035871,GSE120805
NAT9,-1,0.8857594157,GSE120805
SLC38A12,-1,0.9639988362,GSE120805
VTN,-1,0.9692556707,GSE120805
TNFAIP1,-1,1.31E-06,GSE120805
IFT20,1,0.3401477367,GSE120805
TMEM97,-1,6.57E-05,GSE120805
CDR2L,-1,0.2402623014,GSE120805
PMP22,-1,5.54E-10,GSE120805
FOXN1,1,NA,GSE120805
UNC119,1,2.31E-08,GSE120805
ALDOC,-1,5.85E-05,GSE120805
SUPT6H,1,0.8176820063,GSE120805
RAB34,-1,0.7735987796,GSE120805
PHF12,-1,0.9327475095,GSE120805
TMEM33,1,0.9576091254,GSE120805
SLAIN2,-1,0.460278942,GSE120805
OCIAD1,1,0.4993932217,GSE120805
DCUN1D4,-1,0.1481870079,GSE120805
USP46,-1,0.8043146647,GSE120805
SULT1E1,-1,0.9649274311,GSE120805
ODAM,1,NA,GSE120805
CHIC2,1,0.4931135982,GSE120805
NMU,1,0.05370193293,GSE120805
CRACD,-1,0.1115914038,GSE120805
LAMTOR3,1,0.9980104569,GSE120805
NFKB1,-1,0.2079165246,GSE120805
AREG,1,5.85E-70,GSE120805
MANBA,1,1.88E-10,GSE120805
UBE2D3,-1,0.5558390094,GSE120805
MAPK10,1,2.08E-05,GSE120805
ELF2,-1,0.964443069,GSE120805
NDUFC1,1,0.1332225151,GSE120805
UCP1,1,2.18E-06,GSE120805
TBC1D9,-1,0.5427599486,GSE120805
ZNF330,-1,0.05892116275,GSE120805
INPP4B,-1,0.1498313171,GSE120805
GAB1,-1,0.2025267725,GSE120805
KLHL2,1,0.6838069314,GSE120805
CPE,-1,0.8732855635,GSE120805
RPL34,-1,0.9651980112,GSE120805
WFS1,-1,0.9707592765,GSE120805
ANXA10,1,0.7435472855,GSE120805
GRPEL1,-1,0.03980675969,GSE120805
GAR1,-1,0.1006332008,GSE120805
FRG1,-1,0.3487304194,GSE120805
CLCN3,1,0.0006325919609,GSE120805
AADAT,-1,0.00147261146,GSE120805
GALNT7,-1,0.001573750839,GSE120805
DHX15,-1,0.6615710584,GSE120805
SOD3,-1,0.75154052,GSE120805
SEPSECS,1,0.02840719787,GSE120805
CPZ,-1,NA,GSE120805
TRIM2,1,3.22E-09,GSE120805
SLC2A9,-1,0.9689958598,GSE120805
FBXW7,1,0.2718869375,GSE120805
NEIL3,1,0.1724938091,GSE120805
TBC1D19,1,0.2627804805,GSE120805
NSD2,-1,0.742593357,GSE120805
SH3D19,-1,0.4673183043,GSE120805
STIM2,-1,0.4990053121,GSE120805
NKX3-2,1,0.3413499538,GSE120805
SLC75A1,-1,0.3699203931,GSE120805
GLRB,-1,0.8968619491,GSE120805
BST1,-1,0.7879637453,GSE120805
RAPGEF2,1,0.0117812291,GSE120805
HGFAC,1,0.6154915003,GSE120805
SNX25,-1,0.8054911218,GSE120805
LRP2BP,-1,0.9320948321,GSE120805
UFSP2,-1,0.3811187748,GSE120805
KLF3,-1,0.3036050723,GSE120805
KLHL5,1,0.04899986768,GSE120805
FAM149A,1,0.2429271976,GSE120805
NCAPG,1,0.3930195156,GSE120805
UGDH,-1,0.0001809884784,GSE120805
DDX25,1,NA,GSE120805
CRYAB,-1,0.4983038641,GSE120805
HTATIP2,1,0.3155668548,GSE120805
CTSC,-1,2.09E-07,GSE120805
CCDC34,1,0.2528713691,GSE120805
ELP4,1,0.595587329,GSE120805
ZPR1,-1,0.1508884486,GSE120805
MTCH2,-1,0.9760872044,GSE120805
FNBP4,-1,0.9699296317,GSE120805
TECTA,1,0.9358714488,GSE120805
TBCEL-TECTA,1,0.9358714488,GSE120805
SC5D,-1,0.3572344913,GSE120805
CRTAM,1,NA,GSE120805
JHY,1,0.1268247666,GSE120805
HSPA8,-1,0.07124567892,GSE120805
VWA5A,1,0.8468624819,GSE120805
DNAJC4,1,0.4095072161,GSE120805
SIAE,1,7.09E-06,GSE120805
SNX15,-1,0.9101029618,GSE120805
LPXN,1,1.20E-12,GSE120805
DTX4,1,0.8689949015,GSE120805
ATG2A,1,0.3871885041,GSE120805
EHD1,-1,0.866656989,GSE120805
OSBP,1,0.344584476,GSE120805
UNC93B1,1,0.7179822508,GSE120805
PUS3,-1,0.002722891162,GSE120805
DCPS,-1,0.3505442493,GSE120805
KMT5B,-1,0.7002830543,GSE120805
FOXRED1,-1,0.2096813772,GSE120805
PPP6R3,1,0.001350967926,GSE120805
NRXN2,1,0.1372354568,GSE120805
ST3GAL4,-1,0.1194025403,GSE120805
CPT1A,1,0.1297162722,GSE120805
CCND1,1,0.1542561392,GSE120805
CCDC86,-1,0.04506984861,GSE120805
PRPF19,-1,0.2776126821,GSE120805
TMEM109,-1,0.03587364809,GSE120805
HPX,1,0.2689472006,GSE120805
TRIM3,-1,0.3803856558,GSE120805
CHORDC1,-1,0.447576886,GSE120805
FOLR1,1,0.9490698012,GSE120805
ANAPC15,-1,0.02586095377,GSE120805
FOLR3,-1,NA,GSE120805
PANX1,-1,0.0007461114914,GSE120805
ARHGEF17,1,0.7101057332,GSE120805
APOA5,1,NA,GSE120805
CEP164,1,4.89E-11,GSE120805
RNF141,1,0.001637336203,GSE120805
CEP126,1,0.3070059266,GSE120805
EIF4G2,-1,0.0726404481,GSE120805
IL10RA,-1,NA,GSE120805
GALNT18,1,0.706103665,GSE120805
BIRC2,1,0.2106784031,GSE120805
UBE4A,1,0.4764065374,GSE120805
DDX6,1,0.6080323325,GSE120805
UPK2,1,NA,GSE120805
CBL,1,0.9848792104,GSE120805
NECTIN1,-1,0.1481870079,GSE120805
HIPK3,-1,0.744513713,GSE120805
KIAA1549L,-1,0.6661890576,GSE120805
FBXO3,1,0.1468368746,GSE120805
PDHX,1,0.9454137646,GSE120805
SLC1A2,-1,0.9175393485,GSE120805
COMMD9,-1,0.6378795903,GSE120805
SLC15A3,1,0.2205473723,GSE120805
ACCS,1,0.01193718692,GSE120805
MDK,-1,0.2303765174,GSE120805
AMBRA1,1,0.3921162946,GSE120805
MADD,1,0.8521578289,GSE120805
PTPMT1,1,0.1507936239,GSE120805
NAA40,1,0.2375825995,GSE120805
CARS1,-1,0.9071109982,GSE120805
SLC67A1,1,0.8835527032,GSE120805
CD81,-1,0.1778988399,GSE120805
SLC35F2,-1,0.0685689866,GSE120805
ELMOD1,1,0.1034017017,GSE120805
SOX6,1,NA,GSE120805
C11orf58,1,0.1271298537,GSE120805
PITPNM1,1,0.1937861245,GSE120805
RPS13,-1,0.7190526351,GSE120805
AIP,1,0.379207529,GSE120805
NUP98,1,0.0001473554286,GSE120805
NDUFS8,-1,0.5948572831,GSE120805
TCIRG1,1,0.9940717289,GSE120805
CHKA,1,4.19E-07,GSE120805
EXPH5,1,0.4684718132,GSE120805
HPS5,1,0.3565995988,GSE120805
GTF2H1,1,0.8056615257,GSE120805
POU2AF1,1,NA,GSE120805
VWF,1,0.3577707882,GSE120805
PSMD9,1,0.8973714389,GSE120805
P3H3,-1,0.3401566749,GSE120805
PPFIBP1,-1,0.8071723912,GSE120805
PRPF40B,1,0.0004015975296,GSE120805
PRDM4,-1,0.1100950219,GSE120805
CLEC2B,1,0.6830044399,GSE120805
COQ5,-1,0.8999709974,GSE120805
SELPLG,1,0.2310325306,GSE120805
CORO1C,-1,0.0004126916499,GSE120805
ASIC1,-1,0.8243432988,GSE120805
DAO,-1,NA,GSE120805
CAPRIN2,-1,0.8859432095,GSE120805
TSPAN11,1,1.66E-07,GSE120805
KCTD10,-1,0.2673144258,GSE120805
SLC11A2,1,0.2662229109,GSE120805
MLEC,-1,0.2059671782,GSE120805
MVK,1,0.8832755616,GSE120805
CSRNP2,1,0.6404230128,GSE120805
CAMKK2,-1,0.01446265497,GSE120805
BIN2,1,0.4055410812,GSE120805
IL23A,1,0.2856766163,GSE120805
ATP5F1B,1,0.474744223,GSE120805
PTGES3,-1,0.3463462747,GSE120805
SYT10,-1,NA,GSE120805
BCL7A,1,0.9736538938,GSE120805
RSRC2,-1,0.8115377455,GSE120805
CYP27B1,-1,0.2432200944,GSE120805
MYF6,1,0.6202730001,GSE120805
LIN7A,-1,0.1669473268,GSE120805
KRT18,-1,4.26E-09,GSE120805
ACSS3,1,3.88E-05,GSE120805
TNS2,1,0.9765411759,GSE120805
GLI1,-1,1.06E-06,GSE120805
PPM1H,-1,0.006905054768,GSE120805
METAP2,-1,0.8222291905,GSE120805
LTA4H,1,0.07878811628,GSE120805
ELK3,-1,0.9543198731,GSE120805
SLC6A12,1,0.8103796132,GSE120805
WNT5B,-1,8.75E-05,GSE120805
MAGOHB,-1,0.4129767736,GSE120805
TRPV4,1,0.4877081956,GSE120805
ITFG2,-1,0.1242217538,GSE120805
FOXM1,1,0.9804156432,GSE120805
PRH1,1,0.2441338773,GSE120805
PRR4,1,0.2441338773,GSE120805
PARP11,1,0.9967817872,GSE120805
ARPC3,-1,0.9803011151,GSE120805
GPN3,-1,0.6351644892,GSE120805
VPS29,-1,0.5374552306,GSE120805
RAD51AP1,-1,0.9424304225,GSE120805
SH2B3,-1,0.6371651134,GSE120805
AKAP3,1,0.0081343786,GSE120805
MANSC1,1,0.001608657539,GSE120805
DUSP16,-1,2.77E-07,GSE120805
CREBL2,1,1.37E-13,GSE120805
ACAD10,1,0.4713644471,GSE120805
ALDH2,1,2.09E-05,GSE120805
CDKN1B,1,0.4566892453,GSE120805
NAA25,-1,0.0475752483,GSE120805
GSG1,1,0.9540244121,GSE120805
SCNN1A,1,0.2724950212,GSE120805
LTBR,1,0.003221167374,GSE120805
OGFOD2,1,0.9445546623,GSE120805
CDK2AP1,-1,0.08050507608,GSE120805
OAS3,-1,0.9664681565,GSE120805
OAS2,1,0.3996930614,GSE120805
ART4,1,0.706103665,GSE120805
MGP,-1,0.01911238764,GSE120805
RASAL1,1,6.95E-05,GSE120805
ARHGDIB,-1,0.3550213956,GSE120805
GTF2H3,1,0.5726752167,GSE120805
EIF2B1,-1,0.05705151173,GSE120805
DDX55,-1,0.0001855385494,GSE120805
SLC38A1,-1,0.003126982724,GSE120805
RERGL,-1,0.8463856024,GSE120805
ENDOU,-1,NA,GSE120805
SPRING1,1,0.0857281381,GSE120805
VDR,-1,0.1466903431,GSE120805
RFC5,-1,0.7631018048,GSE120805
STX2,-1,2.68E-05,GSE120805
ADGRD1,1,NA,GSE120805
COPZ1,-1,0.2499249524,GSE120805
TBC1D30,1,0.8018956084,GSE120805
CAND1,-1,0.94180665,GSE120805
RAB5B,1,0.4440721565,GSE120805
SAXO6,1,0.1125531236,GSE120805
NUP107,-1,0.7594642946,GSE120805
CNOT2,1,0.9256993297,GSE120805
TIMELESS,-1,0.9341953263,GSE120805
CPSF6,-1,0.8985370201,GSE120805
KRR1,1,0.2537220958,GSE120805
MRPL51,1,0.9575818524,GSE120805
GAPDH,-1,9.75E-07,GSE120805
NOP2,-1,8.89E-10,GSE120805
CHD4,1,0.9597429339,GSE120805
ACRBP,1,0.5427661946,GSE120805
BLTP3B,1,0.6800616517,GSE120805
COPS7A,-1,0.003315826062,GSE120805
ING4,1,0.05660736956,GSE120805
GNB3,-1,0.002200028691,GSE120805
CDCA3,1,1.15E-13,GSE120805
CHPT1,-1,0.09268462149,GSE120805
USP5,1,0.9099200764,GSE120805
TPI1,-1,0.3472423427,GSE120805
GNPTAB,-1,0.05663971397,GSE120805
SPSB2,1,0.004595078133,GSE120805
LOC105369632,1,0.004595078133,GSE120805
ENO2,1,0.6875233149,GSE120805
ATN1,-1,0.9882957817,GSE120805
C12orf57,-1,0.9497454841,GSE120805
PTPN6,1,0.03293486357,GSE120805
LPCAT3,-1,0.7882282621,GSE120805
NT5DC3,-1,2.03E-06,GSE120805
SLCO1B3,-1,NA,GSE120805
SUDS3,1,3.35E-15,GSE120805
GOLT1B,-1,0.8573382785,GSE120805
GYS2,1,NA,GSE120805
LDHB,-1,0.2108806293,GSE120805
PRKAB1,1,0.20731885,GSE120805
CMAS,-1,0.7893302862,GSE120805
HCFC2,1,0.005607204656,GSE120805
ST8SIA1,-1,0.248874669,GSE120805
CLEC4A,-1,0.8014241748,GSE120805
C2CD5,-1,0.3871885041,GSE120805
RAB35,-1,0.8394681745,GSE120805
PHC1,-1,0.9859087336,GSE120805
COX6A1,1,0.979687103,GSE120805
RIC8B,-1,0.3969317711,GSE120805
SRSF9,1,0.8398630116,GSE120805
FGFR1OP2,1,0.3494598212,GSE120805
COL12A1,-1,3.02E-07,GSE120805
BTN3A3,-1,0.7073952665,GSE120805
TDP2,-1,0.6334282598,GSE120805
FRK,1,0.6014956493,GSE120805
DSE,-1,0.03054067215,GSE120805
RWDD1,-1,0.0678339864,GSE120805
RSPH4A,1,0.45020889,GSE120805
MAK,1,0.04017817445,GSE120805
TMEM14C,-1,0.9615226058,GSE120805
PAK1IP1,-1,0.00686902288,GSE120805
GCNT2,1,0.07155019423,GSE120805
SMIM8,1,0.1441472494,GSE120805
LINC01590,1,0.1441472494,GSE120805
NEDD9,1,0.07415802481,GSE120805
CEP85L,-1,0.8516285128,GSE120805
ADTRP,1,0.9979036866,GSE120805
ASF1A,1,0.003573265018,GSE120805
MCM9,-1,0.203568155,GSE120805
FAM184A,1,0.158644306,GSE120805
RNGTT,1,0.8038671652,GSE120805
MAN1A1,-1,2.17E-06,GSE120805
GABRR2,-1,0.6585307826,GSE120805
SERINC1,1,0.1265297556,GSE120805
HDDC2,-1,0.8547699919,GSE120805
TPD52L1,-1,0.002874049077,GSE120805
HINT3,1,0.2080518743,GSE120805
NCOA7,-1,0.2665011894,GSE120805
RIPOR2,1,0.01174727817,GSE120805
SASH1,1,0.4356190943,GSE120805
UST,1,0.7012312043,GSE120805
ULBP1,-1,0.5247385546,GSE120805
FBXO5,-1,0.2916488345,GSE120805
MTRF1L,-1,0.821250569,GSE120805
PPARD,1,0.9955823148,GSE120805
FANCE,1,0.9110585514,GSE120805
TULP1,-1,NA,GSE120805
MAPK14,-1,0.272109819,GSE120805
KCTD20,-1,0.00841057112,GSE120805
STK38,1,0.8089607593,GSE120805
SRSF3,-1,0.0003391250052,GSE120805
MRPL18,-1,0.01433323198,GSE120805
MCM3,-1,0.3076211028,GSE120805
RNF8,-1,0.9743953448,GSE120805
PHACTR1,-1,0.2795275368,GSE120805
MDGA1,1,0.0003137045404,GSE120805
CILK1,-1,0.08004028814,GSE120805
FBXO9,1,0.9215624035,GSE120805
CD83,1,0.9804156432,GSE120805
MDN1,-1,0.01175323871,GSE120805
SAYSD1,1,1.83E-06,GSE120805
BMP5,1,0.9962120216,GSE120805
BACH2,-1,8.73E-10,GSE120805
RBM24,1,0.8892009803,GSE120805
CAP2,-1,0.6841419508,GSE120805
ZNF451,1,0.6300989816,GSE120805
BAG2,-1,0.184820088,GSE120805
RAB23,-1,0.4986021916,GSE120805
GPR63,1,0.9017881966,GSE120805
FBXL4,-1,0.7551489149,GSE120805
CCNC,1,0.2613493595,GSE120805
PRDM13,-1,0.3440663156,GSE120805
E2F3,1,0.9398409305,GSE120805
PTP4A1,-1,0.03859142828,GSE120805
SIM1,-1,0.04532362508,GSE120805
ASCC3,-1,0.9978813249,GSE120805
POPDC1,-1,0.0004959528938,GSE120805
MED23,1,0.1137314931,GSE120805
WASF1,-1,0.4361920022,GSE120805
GPLD1,1,0.5878136093,GSE120805
ALDH5A1,1,0.1555219369,GSE120805
CRYBG1,-1,0.6388110035,GSE120805
VNN1,1,3.60E-05,GSE120805
VNN2,1,0.04194980563,GSE120805
ACOT13,1,0.8855850533,GSE120805
SMAP1,-1,0.5542082878,GSE120805
RPS12,-1,0.9714786141,GSE120805
C6orf62,1,0.9685965039,GSE120805
B3GAT2,1,NA,GSE120805
GMNN,-1,0.8507366906,GSE120805
EYA4,-1,0.0003832930996,GSE120805
SOBP,-1,0.4917314984,GSE120805
NR2E1,1,NA,GSE120805
SNX3,1,0.5930263474,GSE120805
HBS1L,1,0.9962834372,GSE120805
TRIM38,1,0.07218138753,GSE120805
PEX7,1,0.2659193185,GSE120805
ZBTB24,-1,0.0001109154185,GSE120805
FIG4,1,0.006178131388,GSE120805
PERP,1,0.2667067527,GSE120805
ARFGEF3,-1,0.7311761692,GSE120805
